user_id,prakriti_type,age,gender,stress_level,sleep_hours,activity_level,diet_type,meditation_minutes,profile_created_at,date,transaction_description,category,amount,type,Finance_Health_Score,Prakriti_Index,Sustainability_Score
,,,,,,,,,,16-11-2020,Bank professional true financial.,Food & Drink,915.1,Expense,0,,
,,,,,,,,,,16-11-2020,Organization visit finally.,Health & Fitness,240.68,Expense,0,,
,,,,,,,,,,17-11-2020,Spend prove stock school.,Food & Drink,1318.74,Expense,0,,
,,,,,,,,,,20-11-2020,Position interest.,Shopping,117.87,Expense,0,,
,,,,,,,,,,22-11-2020,Guy congress.,Salary,1254.56,Expense,0,,
,,,,,,,,,,23-11-2020,Way main difficult case.,Entertainment,541.44,Expense,0,,
,,,,,,,,,,25-11-2020,Such big side.,Other,4089,Income,0,,
,,,,,,,,,,25-11-2020,Product then.,Salary,251.64,Expense,0,,
,,,,,,,,,,26-11-2020,Heavy class story side speak.,Entertainment,1422.47,Expense,0,,
,,,,,,,,,,27-11-2020,Analysis hair rest wide.,Food & Drink,1108.98,Expense,0,,
,,,,,,,,,,27-11-2020,Doctor dream whole six.,Investment,4280,Income,0,,
,,,,,,,,,,29-11-2020,Question now key show.,Utilities,1001.77,Expense,0,,
,,,,,,,,,,01-12-2020,Month whom stage soon.,Travel,836.83,Expense,0,,
,,,,,,,,,,05-12-2020,Appear lose he.,Salary,495.02,Expense,0,,
,,,,,,,,,,05-12-2020,Surface expect several evening town.,Shopping,389.31,Expense,0,,
,,,,,,,,,,06-12-2020,Begin treat stage this.,Utilities,1729.41,Expense,0,,
,,,,,,,,,,10-12-2020,Apply maybe dog yes.,Shopping,686.35,Expense,0,,
,,,,,,,,,,10-12-2020,Agreement us stuff.,Travel,1642.89,Expense,0,,
,,,,,,,,,,11-12-2020,Case expert stop.,Travel,1676.58,Expense,0,,
,,,,,,,,,,12-12-2020,Large accept bad eight.,Salary,1731.87,Expense,0,,
,,,,,,,,,,13-12-2020,Vote participant institution simply down.,Salary,696.8,Expense,0,,
,,,,,,,,,,14-12-2020,Draw police.,Shopping,916.14,Expense,0,,
,,,,,,,,,,14-12-2020,Book toward.,Entertainment,1961.74,Expense,0,,
,,,,,,,,,,16-12-2020,Place offer.,Shopping,474.79,Expense,0,,
,,,,,,,,,,16-12-2020,Investment pass drive.,Food & Drink,643.17,Expense,0,,
,,,,,,,,,,16-12-2020,Professor beat window.,Shopping,778.3,Expense,0,,
,,,,,,,,,,18-12-2020,Name skill medical after them.,Utilities,995.7,Expense,0,,
,,,,,,,,,,18-12-2020,Wonder effect administration small.,Other,1322,Income,0,,
,,,,,,,,,,20-12-2020,Run pick sign.,Salary,208.43,Expense,0,,
,,,,,,,,,,20-12-2020,And national spend.,Food & Drink,1447.66,Expense,0,,
,,,,,,,,,,22-12-2020,Wonder long consider care.,Utilities,158.91,Expense,0,,
,,,,,,,,,,23-12-2020,Fall analysis.,Travel,683.74,Expense,0,,
,,,,,,,,,,23-12-2020,Firm financial.,Rent,1705.01,Expense,0,,
,,,,,,,,,,24-12-2020,List already positive experience television.,Shopping,1908.74,Expense,0,,
,,,,,,,,,,25-12-2020,Event son join hundred.,Salary,1746.04,Expense,0,,
,,,,,,,,,,26-12-2020,Fund cost reality happen.,Investment,2423,Income,0,,
,,,,,,,,,,28-12-2020,Song risk bad.,Travel,1994.88,Expense,0,,
,,,,,,,,,,30-12-2020,Family bill foreign fast knowledge.,Shopping,1956.89,Expense,0,,
,,,,,,,,,,31-12-2020,Ready goal amount.,Rent,892.92,Expense,0,,
,,,,,,,,,,01-01-2021,Your ever woman way avoid.,Food & Drink,101.52,Expense,0,,
,,,,,,,,,,06-01-2021,Message seek civil all.,Travel,723.34,Expense,0,,
,,,,,,,,,,06-01-2021,Call door.,Entertainment,1067.02,Expense,0,,
,,,,,,,,,,08-01-2021,Him note painting quickly.,Utilities,348.27,Expense,0,,
,,,,,,,,,,10-01-2021,Know baby case happen.,Other,2472,Income,0,,
,,,,,,,,,,10-01-2021,Economic box save.,Utilities,472.06,Expense,0,,
,,,,,,,,,,11-01-2021,Hit no energy employee land.,Salary,518.1,Expense,0,,
,,,,,,,,,,12-01-2021,Customer career available common.,Other,2856,Income,0,,
,,,,,,,,,,13-01-2021,Specific whose.,Utilities,156.99,Expense,0,,
,,,,,,,,,,13-01-2021,Remember nearly face feel.,Travel,1281.49,Expense,0,,
,,,,,,,,,,14-01-2021,Soldier meeting building.,Travel,919.1,Expense,0,,
,,,,,,,,,,14-01-2021,Door management guess.,Shopping,1708.14,Expense,0,,
,,,,,,,,,,15-01-2021,Level work candidate this.,Other,3440,Income,0,,
,,,,,,,,,,15-01-2021,Huge response long.,Travel,53.66,Expense,0,,
,,,,,,,,,,17-01-2021,Statement available win politics.,Shopping,556.22,Expense,0,,
,,,,,,,,,,17-01-2021,Quite general there sister.,Food & Drink,1822.13,Expense,0,,
,,,,,,,,,,19-01-2021,Item treat area.,Travel,1553.72,Expense,0,,
,,,,,,,,,,20-01-2021,Check clearly follow remember generation.,Health & Fitness,445.82,Expense,0,,
,,,,,,,,,,24-01-2021,Suffer economy play.,Other,1620,Income,0,,
,,,,,,,,,,26-01-2021,By field move.,Food & Drink,624.78,Expense,0,,
,,,,,,,,,,27-01-2021,Option oil commercial.,Health & Fitness,1467.4,Expense,0,,
,,,,,,,,,,27-01-2021,American tell ball we side.,Other,3176,Income,0,,
,,,,,,,,,,27-01-2021,Short indicate police.,Utilities,409.58,Expense,0,,
,,,,,,,,,,27-01-2021,Nation politics few each southern.,Health & Fitness,1066.4,Expense,0,,
,,,,,,,,,,29-01-2021,Law read citizen.,Utilities,521.37,Expense,0,,
,,,,,,,,,,02-02-2021,Less future century technology.,Salary,1935.09,Expense,0,,
,,,,,,,,,,05-02-2021,Wish candidate have no.,Health & Fitness,1610.42,Expense,0,,
,,,,,,,,,,05-02-2021,Letter environment easy.,Rent,290.11,Expense,0,,
,,,,,,,,,,08-02-2021,Face his.,Shopping,1934.87,Expense,0,,
,,,,,,,,,,08-02-2021,While total spend.,Health & Fitness,189.7,Expense,0,,
,,,,,,,,,,09-02-2021,Couple city you level.,Travel,1077.78,Expense,0,,
,,,,,,,,,,09-02-2021,Age war measure whom.,Travel,1173.27,Expense,0,,
,,,,,,,,,,11-02-2021,Good anything manager think pressure.,Health & Fitness,225.61,Expense,0,,
,,,,,,,,,,11-02-2021,Mr suggest issue.,Food & Drink,1242.9,Expense,0,,
,,,,,,,,,,13-02-2021,Shake hand hundred now.,Health & Fitness,1831.36,Expense,0,,
,,,,,,,,,,16-02-2021,Network available mean share.,Rent,1274.45,Expense,0,,
,,,,,,,,,,18-02-2021,Quite budget window hour some.,Travel,1301.99,Expense,0,,
,,,,,,,,,,19-02-2021,Voice sense current meeting matter.,Investment,804,Income,0,,
,,,,,,,,,,20-02-2021,Case four.,Salary,241.08,Expense,0,,
,,,,,,,,,,21-02-2021,Lead paper middle foreign party.,Utilities,783.41,Expense,0,,
,,,,,,,,,,23-02-2021,Wrong school federal from.,Shopping,1178.81,Expense,0,,
,,,,,,,,,,24-02-2021,Majority none little admit former.,Shopping,1313.29,Expense,0,,
,,,,,,,,,,27-02-2021,On someone rise read.,Shopping,1878.72,Expense,0,,
,,,,,,,,,,28-02-2021,Listen whose situation simply officer.,Health & Fitness,442.37,Expense,0,,
,,,,,,,,,,02-03-2021,Lose modern return simple herself.,Entertainment,1712.35,Expense,0,,
,,,,,,,,,,02-03-2021,Occur red.,Other,4960,Income,0,,
,,,,,,,,,,02-03-2021,Kid industry.,Health & Fitness,130.49,Expense,0,,
,,,,,,,,,,04-03-2021,Improve simple turn.,Rent,1898.53,Expense,0,,
,,,,,,,,,,05-03-2021,Million night your.,Rent,1328.91,Expense,0,,
,,,,,,,,,,05-03-2021,Heavy what least mouth national.,Food & Drink,110.65,Expense,0,,
,,,,,,,,,,07-03-2021,Machine whatever everything fear walk.,Utilities,1576.09,Expense,0,,
,,,,,,,,,,07-03-2021,Relate real major.,Entertainment,1176.9,Expense,0,,
,,,,,,,,,,08-03-2021,Night various return explain.,Entertainment,663.83,Expense,0,,
,,,,,,,,,,09-03-2021,Here woman stand west source.,Investment,2771,Income,0,,
,,,,,,,,,,09-03-2021,Explain research.,Utilities,1975.18,Expense,0,,
,,,,,,,,,,10-03-2021,Pretty section degree still.,Utilities,228.75,Expense,0,,
,,,,,,,,,,12-03-2021,Receive case past only drug.,Utilities,39.57,Expense,0,,
,,,,,,,,,,15-03-2021,Point appear including.,Entertainment,1181.82,Expense,0,,
,,,,,,,,,,15-03-2021,Race case.,Other,929,Income,0,,
,,,,,,,,,,16-03-2021,Imagine various there.,Other,4809,Income,0,,
,,,,,,,,,,16-03-2021,Sense expert experience.,Investment,4401,Income,0,,
,,,,,,,,,,17-03-2021,Present discussion.,Health & Fitness,1031.34,Expense,0,,
,,,,,,,,,,17-03-2021,Individual study value.,Investment,855,Income,0,,
,,,,,,,,,,18-03-2021,Small control see the.,Travel,921.5,Expense,0,,
,,,,,,,,,,19-03-2021,Across nothing.,Food & Drink,1997.19,Expense,0,,
,,,,,,,,,,20-03-2021,Expect writer myself management.,Shopping,1375.33,Expense,0,,
,,,,,,,,,,21-03-2021,Life cover both class.,Salary,156.25,Expense,0,,
,,,,,,,,,,22-03-2021,Responsibility add front.,Investment,1038,Income,0,,
,,,,,,,,,,22-03-2021,Purpose cover particularly police if.,Other,3620,Income,0,,
,,,,,,,,,,22-03-2021,Foreign husband believe word local.,Travel,912.89,Expense,0,,
,,,,,,,,,,23-03-2021,End dog.,Rent,1588.26,Expense,0,,
,,,,,,,,,,23-03-2021,Few reveal activity president.,Investment,4023,Income,0,,
,,,,,,,,,,24-03-2021,Property let.,Entertainment,833.49,Expense,0,,
,,,,,,,,,,25-03-2021,Rather type thousand show.,Shopping,837.82,Expense,0,,
,,,,,,,,,,26-03-2021,Happen determine whatever.,Other,3060,Income,0,,
,,,,,,,,,,27-03-2021,Lawyer writer health.,Health & Fitness,1907.65,Expense,0,,
,,,,,,,,,,28-03-2021,Serious soon stay seven.,Salary,143.6,Expense,0,,
,,,,,,,,,,29-03-2021,Land region back nor article.,Rent,869.43,Expense,0,,
,,,,,,,,,,30-03-2021,Dark mr clearly take.,Health & Fitness,1625.42,Expense,0,,
,,,,,,,,,,01-04-2021,Quite response.,Health & Fitness,1343.33,Expense,0,,
,,,,,,,,,,02-04-2021,Together knowledge.,Shopping,1737.5,Expense,0,,
,,,,,,,,,,03-04-2021,Car indeed nor next.,Travel,1204.82,Expense,0,,
,,,,,,,,,,03-04-2021,How staff.,Entertainment,317.91,Expense,0,,
,,,,,,,,,,03-04-2021,Authority interest red must art.,Rent,706.73,Expense,0,,
,,,,,,,,,,08-04-2021,All important shoulder she.,Rent,1527.59,Expense,0,,
,,,,,,,,,,08-04-2021,Year him thank trade.,Shopping,1691.86,Expense,0,,
,,,,,,,,,,09-04-2021,Radio product.,Food & Drink,1221.9,Expense,0,,
,,,,,,,,,,11-04-2021,President girl condition.,Travel,67.62,Expense,0,,
,,,,,,,,,,11-04-2021,More road development about.,Travel,1843.86,Expense,0,,
,,,,,,,,,,12-04-2021,Leg rest interest.,Utilities,1741.03,Expense,0,,
,,,,,,,,,,13-04-2021,Easy get every.,Shopping,148.47,Expense,0,,
,,,,,,,,,,18-04-2021,Special information.,Food & Drink,192.6,Expense,0,,
,,,,,,,,,,19-04-2021,Deal beyond almost.,Shopping,845.47,Expense,0,,
,,,,,,,,,,19-04-2021,Scientist i doctor.,Health & Fitness,630.16,Expense,0,,
,,,,,,,,,,19-04-2021,Cell year.,Rent,1767.85,Expense,0,,
,,,,,,,,,,19-04-2021,Five our pull fly few.,Investment,1168,Income,0,,
,,,,,,,,,,21-04-2021,Determine feel article we they.,Shopping,976.47,Expense,0,,
,,,,,,,,,,23-04-2021,Quickly new another general poor.,Travel,438.98,Expense,0,,
,,,,,,,,,,23-04-2021,Five indicate chance heavy senior.,Health & Fitness,865.53,Expense,0,,
,,,,,,,,,,24-04-2021,Support feeling remain.,Salary,1058.6,Expense,0,,
,,,,,,,,,,27-04-2021,None whose.,Entertainment,796.57,Expense,0,,
,,,,,,,,,,27-04-2021,Care drug data position two.,Food & Drink,416.8,Expense,0,,
,,,,,,,,,,27-04-2021,Movie stop.,Utilities,1530.68,Expense,0,,
,,,,,,,,,,30-04-2021,Help painting always.,Rent,25.38,Expense,0,,
,,,,,,,,,,02-05-2021,Source onto provide.,Utilities,267.08,Expense,0,,
,,,,,,,,,,04-05-2021,Decade trade field training.,Entertainment,1005.52,Expense,0,,
,,,,,,,,,,04-05-2021,While bring yourself.,Health & Fitness,153.43,Expense,0,,
,,,,,,,,,,06-05-2021,Receive region however.,Food & Drink,878.08,Expense,0,,
,,,,,,,,,,07-05-2021,Focus executive letter possible final.,Rent,1725.6,Expense,0,,
,,,,,,,,,,07-05-2021,Third letter sort reveal seven.,Shopping,1421.9,Expense,0,,
,,,,,,,,,,07-05-2021,Have including none.,Rent,816.01,Expense,0,,
,,,,,,,,,,10-05-2021,Administration network once.,Utilities,1604.63,Expense,0,,
,,,,,,,,,,11-05-2021,Charge form here.,Health & Fitness,185.38,Expense,0,,
,,,,,,,,,,11-05-2021,Nearly want front shake.,Entertainment,877,Expense,0,,
,,,,,,,,,,12-05-2021,Leave run goal cause.,Rent,797.58,Expense,0,,
,,,,,,,,,,14-05-2021,Contain threat wrong whatever.,Health & Fitness,450.93,Expense,0,,
,,,,,,,,,,14-05-2021,Stuff avoid.,Rent,1025.86,Expense,0,,
,,,,,,,,,,15-05-2021,Include successful.,Investment,3362,Income,0,,
,,,,,,,,,,17-05-2021,Religious across.,Utilities,480.18,Expense,0,,
,,,,,,,,,,19-05-2021,Health pay project pattern.,Investment,1921,Income,0,,
,,,,,,,,,,22-05-2021,Administration mother in admit.,Rent,362.52,Expense,0,,
,,,,,,,,,,23-05-2021,Within admit spend purpose south.,Salary,933.27,Expense,0,,
,,,,,,,,,,24-05-2021,Truth modern.,Salary,1365.46,Expense,0,,
,,,,,,,,,,24-05-2021,People education great.,Health & Fitness,1729.85,Expense,0,,
,,,,,,,,,,24-05-2021,Health image.,Utilities,885.13,Expense,0,,
,,,,,,,,,,25-05-2021,Wrong difficult range.,Travel,1594.7,Expense,0,,
,,,,,,,,,,25-05-2021,Behavior here.,Health & Fitness,1019.6,Expense,0,,
,,,,,,,,,,27-05-2021,Argue act commercial matter.,Salary,84.84,Expense,0,,
,,,,,,,,,,27-05-2021,Not teach believe month.,Travel,162.69,Expense,0,,
,,,,,,,,,,29-05-2021,Deep test thought.,Rent,1233.87,Expense,0,,
,,,,,,,,,,30-05-2021,Another avoid understand.,Salary,1164.86,Expense,0,,
,,,,,,,,,,31-05-2021,Probably conference sure administration debate.,Food & Drink,904.97,Expense,0,,
,,,,,,,,,,31-05-2021,Up federal nor note.,Entertainment,649.84,Expense,0,,
,,,,,,,,,,02-06-2021,Forward sense cause write right.,Utilities,1915.87,Expense,0,,
,,,,,,,,,,02-06-2021,Approach join stuff future.,Health & Fitness,1964.95,Expense,0,,
,,,,,,,,,,03-06-2021,Ahead event yeah make.,Investment,820,Income,0,,
,,,,,,,,,,06-06-2021,Wait it quickly produce beat.,Salary,1982.06,Expense,0,,
,,,,,,,,,,06-06-2021,Require bank child.,Utilities,734.16,Expense,0,,
,,,,,,,,,,06-06-2021,First blood accept final.,Shopping,823.45,Expense,0,,
,,,,,,,,,,09-06-2021,Bill beautiful issue.,Food & Drink,1580.56,Expense,0,,
,,,,,,,,,,11-06-2021,Mention billion bed never others.,Rent,666.08,Expense,0,,
,,,,,,,,,,11-06-2021,Activity including single right.,Shopping,575.45,Expense,0,,
,,,,,,,,,,14-06-2021,Occur college herself.,Utilities,673.39,Expense,0,,
,,,,,,,,,,15-06-2021,Feeling manage as.,Utilities,1834.33,Expense,0,,
,,,,,,,,,,16-06-2021,Inside machine baby.,Shopping,266.61,Expense,0,,
,,,,,,,,,,20-06-2021,Result many pattern.,Rent,626.07,Expense,0,,
,,,,,,,,,,20-06-2021,Career according.,Health & Fitness,1628.24,Expense,0,,
,,,,,,,,,,22-06-2021,Success here television key.,Rent,1295.59,Expense,0,,
,,,,,,,,,,23-06-2021,Carry fly water cut fire.,Health & Fitness,46.28,Expense,0,,
,,,,,,,,,,24-06-2021,Fact reason make office.,Entertainment,690.05,Expense,0,,
,,,,,,,,,,26-06-2021,Heavy staff hotel box.,Entertainment,460.82,Expense,0,,
,,,,,,,,,,27-06-2021,Or nation race.,Investment,2923,Income,0,,
,,,,,,,,,,28-06-2021,Well left.,Rent,1020.3,Expense,0,,
,,,,,,,,,,28-06-2021,Something story attorney summer.,Food & Drink,1327.24,Expense,0,,
,,,,,,,,,,28-06-2021,Cause field education child.,Utilities,1198.52,Expense,0,,
,,,,,,,,,,28-06-2021,Available wrong look husband.,Investment,1856,Income,0,,
,,,,,,,,,,29-06-2021,Myself so growth time.,Food & Drink,827.61,Expense,0,,
,,,,,,,,,,04-07-2021,Point be shoulder price great.,Entertainment,1939.48,Expense,0,,
,,,,,,,,,,04-07-2021,Worker quality hundred sell whole.,Salary,475.67,Expense,0,,
,,,,,,,,,,04-07-2021,Action else.,Salary,1808.91,Expense,0,,
,,,,,,,,,,06-07-2021,Newspaper reach determine hear leg.,Other,4282,Income,0,,
,,,,,,,,,,07-07-2021,General agency bit.,Shopping,1010.78,Expense,0,,
,,,,,,,,,,09-07-2021,Break wait.,Utilities,1635.61,Expense,0,,
,,,,,,,,,,09-07-2021,Find lay deal lot.,Utilities,1747.27,Expense,0,,
,,,,,,,,,,10-07-2021,Just recent.,Other,3540,Income,0,,
,,,,,,,,,,10-07-2021,Feel special.,Rent,1425.69,Expense,0,,
,,,,,,,,,,11-07-2021,Support possible.,Rent,577.28,Expense,0,,
,,,,,,,,,,11-07-2021,Might necessary former.,Travel,904.15,Expense,0,,
,,,,,,,,,,11-07-2021,Discussion if continue policy.,Shopping,192.51,Expense,0,,
,,,,,,,,,,12-07-2021,Ahead pass culture or.,Salary,1770.41,Expense,0,,
,,,,,,,,,,13-07-2021,Relate day.,Shopping,115.98,Expense,0,,
,,,,,,,,,,14-07-2021,Big the cost for leader.,Entertainment,778.47,Expense,0,,
,,,,,,,,,,15-07-2021,Month police others particularly.,Investment,730,Income,0,,
,,,,,,,,,,19-07-2021,Girl suddenly.,Rent,1679.96,Expense,0,,
,,,,,,,,,,19-07-2021,Try opportunity public.,Utilities,283.82,Expense,0,,
,,,,,,,,,,23-07-2021,Draw bring health.,Salary,1395.18,Expense,0,,
,,,,,,,,,,23-07-2021,Home others offer institution main.,Other,4174,Income,0,,
,,,,,,,,,,24-07-2021,Never majority cell.,Rent,47.82,Expense,0,,
,,,,,,,,,,28-07-2021,People tend weight machine.,Utilities,1102.12,Expense,0,,
,,,,,,,,,,29-07-2021,White measure manager range.,Shopping,231.26,Expense,0,,
,,,,,,,,,,02-08-2021,Major bar air set.,Travel,252.48,Expense,0,,
,,,,,,,,,,06-08-2021,Ever mrs.,Salary,134.99,Expense,0,,
,,,,,,,,,,07-08-2021,Not significant manager member.,Salary,1197.51,Expense,0,,
,,,,,,,,,,07-08-2021,Environmental myself.,Investment,1676,Income,0,,
,,,,,,,,,,08-08-2021,State among rest national wrong.,Food & Drink,1233.47,Expense,0,,
,,,,,,,,,,09-08-2021,Fear yourself last.,Shopping,382.75,Expense,0,,
,,,,,,,,,,11-08-2021,Keep yes.,Health & Fitness,144.68,Expense,0,,
,,,,,,,,,,13-08-2021,Specific onto go.,Food & Drink,787,Expense,0,,
,,,,,,,,,,13-08-2021,Pattern size spend.,Shopping,1962.27,Expense,0,,
,,,,,,,,,,15-08-2021,Go exactly much food region.,Food & Drink,720.62,Expense,0,,
,,,,,,,,,,16-08-2021,Environment teach world quickly believe.,Investment,1349,Income,0,,
,,,,,,,,,,18-08-2021,Yeah term.,Health & Fitness,275.49,Expense,0,,
,,,,,,,,,,20-08-2021,Economic represent stock.,Health & Fitness,1628.88,Expense,0,,
,,,,,,,,,,21-08-2021,Central plan physical heart.,Other,4420,Income,0,,
,,,,,,,,,,21-08-2021,Idea seek.,Utilities,135.57,Expense,0,,
,,,,,,,,,,22-08-2021,Wear force able similar.,Salary,83.6,Expense,0,,
,,,,,,,,,,23-08-2021,Play recently sure somebody.,Entertainment,1772.72,Expense,0,,
,,,,,,,,,,24-08-2021,Why station manager.,Travel,1035.61,Expense,0,,
,,,,,,,,,,25-08-2021,Front official not.,Salary,514.09,Expense,0,,
,,,,,,,,,,27-08-2021,Thus several animal phone.,Entertainment,579.36,Expense,0,,
,,,,,,,,,,29-08-2021,Buy tax.,Food & Drink,1732.94,Expense,0,,
,,,,,,,,,,05-09-2021,A when dark read.,Rent,1600.69,Expense,0,,
,,,,,,,,,,06-09-2021,City usually ever.,Shopping,1489.18,Expense,0,,
,,,,,,,,,,09-09-2021,Bar professor power.,Shopping,684.68,Expense,0,,
,,,,,,,,,,09-09-2021,Personal rise sense investment.,Other,3509,Income,0,,
,,,,,,,,,,09-09-2021,Ability live.,Travel,1604.28,Expense,0,,
,,,,,,,,,,10-09-2021,Difficult quite act receive stage.,Rent,866.91,Expense,0,,
,,,,,,,,,,11-09-2021,Local director become.,Utilities,1095.49,Expense,0,,
,,,,,,,,,,11-09-2021,Finish thing.,Rent,662.56,Expense,0,,
,,,,,,,,,,11-09-2021,Similar send card year.,Salary,1209.22,Expense,0,,
,,,,,,,,,,11-09-2021,Most across.,Salary,709.58,Expense,0,,
,,,,,,,,,,15-09-2021,Goal defense security turn.,Other,4063,Income,0,,
,,,,,,,,,,16-09-2021,Beautiful beyond sell.,Food & Drink,159.33,Expense,0,,
,,,,,,,,,,16-09-2021,White fire cause everybody.,Health & Fitness,1031.04,Expense,0,,
,,,,,,,,,,17-09-2021,Network outside parent.,Utilities,1906.05,Expense,0,,
,,,,,,,,,,17-09-2021,Day parent country.,Other,785,Income,0,,
,,,,,,,,,,19-09-2021,Position six soldier.,Investment,3500,Income,0,,
,,,,,,,,,,19-09-2021,History drop point audience.,Food & Drink,1214.14,Expense,0,,
,,,,,,,,,,19-09-2021,Value car team nothing.,Health & Fitness,750.31,Expense,0,,
,,,,,,,,,,19-09-2021,Raise several west side admit.,Utilities,1063.63,Expense,0,,
,,,,,,,,,,20-09-2021,Energy always.,Travel,506.73,Expense,0,,
,,,,,,,,,,21-09-2021,Media pick may indeed.,Investment,4588,Income,0,,
,,,,,,,,,,28-09-2021,Policy mrs.,Rent,530.94,Expense,0,,
,,,,,,,,,,01-10-2021,Base bad tv.,Salary,437,Expense,0,,
,,,,,,,,,,07-10-2021,Force only shake power poor.,Salary,408.35,Expense,0,,
,,,,,,,,,,08-10-2021,Role suffer around beat.,Investment,4203,Income,0,,
,,,,,,,,,,13-10-2021,Law participant.,Other,1219,Income,0,,
,,,,,,,,,,13-10-2021,Budget remain reduce.,Health & Fitness,1339,Expense,0,,
,,,,,,,,,,13-10-2021,Well mission situation result.,Travel,1783.75,Expense,0,,
,,,,,,,,,,16-10-2021,Camera sit environmental though.,Utilities,1589.46,Expense,0,,
,,,,,,,,,,20-10-2021,Southern evening ask republican.,Rent,1970.41,Expense,0,,
,,,,,,,,,,21-10-2021,Baby lawyer growth matter note.,Entertainment,1582.84,Expense,0,,
,,,,,,,,,,22-10-2021,Effort bill off.,Other,4328,Income,0,,
,,,,,,,,,,24-10-2021,Scientist able teach.,Utilities,1227.78,Expense,0,,
,,,,,,,,,,24-10-2021,Animal hair turn.,Other,3761,Income,0,,
,,,,,,,,,,27-10-2021,Need trial.,Salary,1056.13,Expense,0,,
,,,,,,,,,,27-10-2021,Focus indicate result.,Rent,259.4,Expense,0,,
,,,,,,,,,,30-10-2021,Number budget.,Rent,905.45,Expense,0,,
,,,,,,,,,,03-11-2021,Development middle animal.,Health & Fitness,265.39,Expense,0,,
,,,,,,,,,,04-11-2021,Theory tend.,Utilities,1537.89,Expense,0,,
,,,,,,,,,,05-11-2021,Beat lead hard factor.,Investment,1517,Income,0,,
,,,,,,,,,,05-11-2021,Drug happy will young simply.,Travel,337.67,Expense,0,,
,,,,,,,,,,06-11-2021,Character usually agency.,Entertainment,698.59,Expense,0,,
,,,,,,,,,,07-11-2021,Player really act friend.,Travel,1693.41,Expense,0,,
,,,,,,,,,,10-11-2021,Billion morning draw.,Travel,259.09,Expense,0,,
,,,,,,,,,,15-11-2021,Win central.,Rent,1010.12,Expense,0,,
,,,,,,,,,,16-11-2021,Analysis discuss.,Investment,1902,Income,0,,
,,,,,,,,,,17-11-2021,Red head window be.,Health & Fitness,1686.63,Expense,0,,
,,,,,,,,,,18-11-2021,Card star avoid nothing.,Food & Drink,171.63,Expense,0,,
,,,,,,,,,,18-11-2021,Door end fire.,Travel,1305.75,Expense,0,,
,,,,,,,,,,19-11-2021,Fish evening avoid dark.,Shopping,1240.04,Expense,0,,
,,,,,,,,,,21-11-2021,Choice clearly.,Other,2974,Income,0,,
,,,,,,,,,,21-11-2021,Image movie who debate.,Shopping,601.89,Expense,0,,
,,,,,,,,,,21-11-2021,Enter build citizen rather.,Investment,1794,Income,0,,
,,,,,,,,,,23-11-2021,Structure foreign before.,Salary,934.24,Expense,0,,
,,,,,,,,,,26-11-2021,How any federal star.,Utilities,632.04,Expense,0,,
,,,,,,,,,,27-11-2021,Weight take.,Health & Fitness,1950.99,Expense,0,,
,,,,,,,,,,28-11-2021,Economic left sound cause activity.,Other,4718,Income,0,,
,,,,,,,,,,01-12-2021,Cup hundred rather.,Health & Fitness,491.06,Expense,0,,
,,,,,,,,,,02-12-2021,Only true avoid young cup.,Other,2530,Income,0,,
,,,,,,,,,,03-12-2021,Begin suggest speak.,Investment,2877,Income,0,,
,,,,,,,,,,03-12-2021,Walk anything.,Shopping,504.06,Expense,0,,
,,,,,,,,,,08-12-2021,Start house ahead raise.,Utilities,1628.82,Expense,0,,
,,,,,,,,,,09-12-2021,Democrat cost evidence third.,Health & Fitness,387.77,Expense,0,,
,,,,,,,,,,09-12-2021,People early far include nearly.,Other,4585,Income,0,,
,,,,,,,,,,11-12-2021,Evidence case.,Salary,56.12,Expense,0,,
,,,,,,,,,,12-12-2021,Eat yes myself affect him.,Salary,1933.71,Expense,0,,
,,,,,,,,,,13-12-2021,Name machine tree maybe.,Health & Fitness,106.83,Expense,0,,
,,,,,,,,,,13-12-2021,Conference five despite.,Salary,578.64,Expense,0,,
,,,,,,,,,,15-12-2021,Speak line.,Investment,4030,Income,0,,
,,,,,,,,,,15-12-2021,Yourself wind beyond prevent entire.,Other,3496,Income,0,,
,,,,,,,,,,16-12-2021,Offer work home.,Health & Fitness,100.03,Expense,0,,
,,,,,,,,,,19-12-2021,Door fish scene.,Investment,3469,Income,0,,
,,,,,,,,,,20-12-2021,Agreement red way nor none.,Rent,778.83,Expense,0,,
,,,,,,,,,,20-12-2021,My compare also argue.,Travel,1652.37,Expense,0,,
,,,,,,,,,,23-12-2021,Money a.,Rent,266.04,Expense,0,,
,,,,,,,,,,24-12-2021,Future concern sort.,Other,3277,Income,0,,
,,,,,,,,,,26-12-2021,Against only.,Health & Fitness,1512.38,Expense,0,,
,,,,,,,,,,28-12-2021,Suffer team.,Other,4596,Income,0,,
,,,,,,,,,,31-12-2021,Relate product only from.,Investment,1622,Income,0,,
,,,,,,,,,,01-01-2022,Wish run join.,Salary,1043.47,Expense,0,,
,,,,,,,,,,03-01-2022,Company why really up.,Investment,3186,Income,0,,
,,,,,,,,,,03-01-2022,Program sport her.,Health & Fitness,333.38,Expense,0,,
,,,,,,,,,,03-01-2022,Concern ability reduce.,Travel,1191.51,Expense,0,,
,,,,,,,,,,04-01-2022,Surface side nothing consider.,Salary,1420.39,Expense,0,,
